Viry-Châtillon;48.6713;2.3750
Saint-Laurent-du-Var;43.6680;7.1880
Bègles;44.8086;-0.5478
Goussainville;49.0325;2.4747
Villiers-sur-Marne;48.8275;2.5447
Cachan;48.7919;2.3319
Savigny-le-Temple;48.5841;2.5832
Menton;43.7750;7.5000
Villemomble;48.8833;2.5000
Malakoff;48.8172;2.2992
Liévin;50.4228;2.7786
La Garenne-Colombes;48.9056;2.2445
Ris-Orangis;48.6537;2.4161
Bois-Colombes;48.9175;2.2683
Clichy-sous-Bois;48.9102;2.5532
Décines-Charpieu;45.7694;4.9594
Saint-Cloud;48.8400;2.2200
Chatou;48.8897;2.1573
Vandœuvre-lès-Nancy;48.6567;6.1683
Périgueux;45.1929;0.7217
Charenton-le-Pont;48.8265;2.4050
Tournefeuille;43.5853;1.3442
Guyancourt;48.7714;2.0739
Le Plessis-Robinson;48.7811;2.2633
Draveil;48.6852;2.4080
Maubeuge;50.2775;3.9734
Ermont;48.9922;2.2603
Sotteville-lès-Rouen;49.4092;1.0900
Villiers-le-Bel;49.0094;2.3911
Fresnes;48.7550;2.3221
Soissons;49.3817;3.3236
Yerres;48.7171;2.4881
Saint-Étienne-du-Rouvray;49.3786;1.1050
Dieppe;49.9250;1.0750
Saint-Sébastien-sur-Loire;47.2081;-1.5014
Vallauris;43.5805;7.0538
Vanves;48.8208;2.2897
Lomme;50.6358;3.0142
Limeil-Brévannes;48.7464;2.4883
Montfermeil;48.9000;2.5667
Le Chesnay;48.8211;2.1311
Sucy-en-Brie;48.7697;2.5228
Grigny;48.6562;2.3849
Lambersart;50.6500;3.0250
Brétigny-sur-Orge;48.6114;2.3059
Taverny;49.0264;2.2275
Oullins;45.7142;4.8075
Villeparisis;48.9503;2.6025
Cenon;44.8578;-0.5317
Sannois;48.9722;2.2578
Cormeilles-en-Parisis;48.9739;2.2014
Bussy-Saint-Georges;48.8422;2.6983
Blagnac;43.6364;1.3906
Élancourt;48.7847;1.9589
Le Grand-Quevilly;49.4072;1.0531
La Garde;43.1256;6.0108
Gradignan;44.7725;-0.6156
Vichy;46.1278;3.4267
Biarritz;43.4800;-1.5600
Champs-Sur-Marne;48.8529;2.6027
Armentières;50.6881;2.8811
Montbéliard;47.5100;6.8000
Alençon;48.4306;0.0931
Brunoy;48.6979;2.5044
Eaubonne;48.9922;2.2806
Villeneuve-la-Garenne;48.9372;2.3278
Cherbourg;49.6300;-1.6200
Saint-Ouen-l’Aumône;49.0447;2.1111
Béthune;50.5303;2.6408
Castelnau-le-Lez;43.6369;3.9019
Fontenay-aux-Roses;48.7893;2.2888
Orly;48.7439;2.3928
Le Kremlin-Bicêtre;48.8100;2.3581
Eysines;44.8853;-0.6500
Le Bouscat;44.8651;-0.5996
Rodez;44.3506;2.5750
Les Pavillons-sous-Bois;48.9000;2.5000
La Valette-du-Var;43.1383;5.9831
Montgeron;48.7039;2.4605
Les Lilas;48.8800;2.4200
Lormont;44.8792;-0.5217
Maisons-Laffitte;48.9469;2.1456
Roissy-en-Brie;48.7906;2.6519
Loos;50.6128;3.0144
Fontaine;45.1939;5.6856
Dammarie-lè-Lys;48.5177;2.6402
Vélizy-Villacoublay;48.7834;2.1834
Tassin-la-Demi-Lune;45.7640;4.7800
Sèvres;48.8239;2.2117
Montigny-lès-Cormeilles;48.9944;2.1958
Deuil-la-Barre;48.9767;2.3272
La Madeleine;50.6558;3.0710
Torcy;48.8502;2.6508
Montereau-faut-Yonne;48.3853;2.9508
Combs-la-Ville;48.6700;2.5600
Hérouville-Saint-Clair;49.2044;-0.3253
Montmorency;48.9906;2.3228
Sainte-Foy-lès-Lyon;45.7336;4.8025
Montigny-lès-Metz;49.1006;6.1539
Le Petit-Quevilly;49.4311;1.0539
Saint-Jean-de-Braye;47.9128;1.9719
Arcueil;48.8075;2.3361
Mons-en-Baroeul;50.6369;3.1103
Fleury-les-Aubrais;47.9312;1.9210
Saint-Michel-sur-Orge;48.6303;2.3025
Neuilly-Plaisance;48.8619;2.5064
Nogent-sur-Oise;49.2756;2.4683
Mantes-la-Ville;48.9750;1.7117
Achères;48.9602;2.0684
Saint-Mandé;48.8422;2.4186
Villeneuve-le-Roi;48.7333;2.4167
Saint-Cyr-l’École;48.8008;2.0633
Saint-Genis-Laval;45.6953;4.7931
Saint-Gratien;48.9719;2.2828
Wasquehal;50.6694;3.1308
Halluin;50.7836;3.1256
Bourg-la-Reine;48.7796;2.3151
Morsang-sur-Orge;48.6618;2.3461
Croix;50.6781;3.1508
Coudekerque-Branche;51.0253;2.3917
Fougères;48.3525;-1.1986
Denain;50.3294;3.3958
Longjumeau;48.6943;2.2958
Sceaux;48.7786;2.2906
Saint-Pol-sur-Mer;51.0314;2.3439
La Celle-Saint-Cloud;48.8411;2.1344
Joinville-le-Pont;48.8214;2.4728
Cugnaux;43.5386;1.3444
Chevilly-Larue;48.7663;2.3533
Lingolsheim;48.5600;7.6800
Le Plessis-Trévise;48.8111;2.5717
Le Mée-sur-Seine;48.5333;2.6289
Mont-Saint-Aignan;49.4630;1.0883
Chaville;48.8086;2.1886
Chilly-Mazarin;48.7025;2.3125
Lisieux;49.1500;0.2300
Ronchin;50.6053;3.0886
Saint-Fons;45.7086;4.8533
Moulins;46.5653;3.3333
Villefontaine;45.6142;5.1494
Gentilly;48.8133;2.3444
Bonneuil-sur-Marne;48.7742;2.4875
Hem;50.6558;3.1886
Maurepas;48.7600;1.9500
Meylan;45.2092;5.7800
Éragny;49.0181;2.0922
Hellemmes-Lille;50.6167;3.1167
Juvisy-sur-Orge;48.6889;2.3783
Chennevières-sur-Marne;48.7983;2.5339
Écully;45.7753;4.7783
Cran-Gévrier;45.9097;6.1107
Carrières-sous-Poissy;48.9486;2.0394
Rosendaël;51.0413;2.4037
Fâches-Thumesnil;50.5994;3.0744
Soisy-sous-Montmorency;48.9886;2.3006
Bischheim;48.6144;7.7528
Garches;48.8461;2.1889
Hendaye;43.3600;-1.7700
Floirac;44.8375;-0.5247
Limay;48.9942;1.7367
Boissy-Saint-Léger;48.7511;2.5106
Le Pontet;43.9650;4.8606
Chamalières;45.7744;3.0678
Bry-sur-Marne;48.8411;2.5222
Les Clayes-sous-Bois;48.8167;1.9833
L’Isle-d’Abeau;45.6233;5.2305
Jouy-le-Moutier;49.0117;2.0397
Cluses;46.0611;6.5794
Firminy;45.3889;4.2878
Lons-le-Saunier;46.6753;5.5544
Saint-Égrève;45.2325;5.6836
Viroflay;48.8000;2.1670
Octeville;49.6269;-1.6431
Le Pré-Saint-Gervais;48.8833;2.4000
Saint-Jean-de-la-Ruelle;47.9139;1.8745
Marly-le-Roi;48.8675;2.0947
Domont;49.0283;2.3275
Vauréal;49.0353;2.0328
Orsay;48.6993;2.1875
Saint-Leu-la-Forêt;49.0175;2.2472
Verneuil-sur-Seine;48.9806;1.9747
Petite-Synthe;51.0194;2.3467
Saint-Julien-en-Genevois;46.1436;6.0811
Le Pecq;48.8969;2.1069
Le Vésinet;48.8923;2.1331
Lucé;48.4389;1.4658
Wattignies;50.5856;3.0439
Noisiel;48.8547;2.6289
Bois-d’Arcy;48.8000;2.0300
Rive-de-Gier;45.5303;4.6178
Saint-Brice-sous-Forêt;48.9992;2.3578
Francheville;45.7364;4.7636
Longwy;49.5200;5.7606
Vesoul;47.6231;6.1558
Montargis;47.9978;2.7333
Carrières-sur-Seine;48.9108;2.2889
Ramonville-Saint-Agne;43.5434;1.4787
Castanet-Tolosan;43.5164;1.4989
Le Raincy;48.9000;2.5167
Le Bourget;48.9353;2.4256
Illzach;47.7831;7.3486
Montmagny;48.9744;2.3467
Villers-lès-Nancy;48.6731;6.1547
Haubourdin;50.6097;2.9878
Dinan;48.4564;-2.0489
Lognes;48.8360;2.6278
Saint-Maurice;48.8156;2.4592
Verrières-le-Buisson;48.7464;2.2674
Arnouville-lès-Gonesse;48.9878;2.4175
Saint-Genis-Pouilly;46.2437;6.0250
Les Sables-d’Olonne;46.4972;-1.7833
Montesson;48.9085;2.1496
Valenton;48.7450;2.4672
Chenôve;47.2917;5.0081
Bois-Guillaume;49.4614;1.1092
Auray;47.6686;-2.9814
Persan;49.1542;2.2719
Fleury-Mérogis;48.6300;2.3620
Audincourt;47.4836;6.8403
Montévrain;48.8750;2.7456
Billère;43.3031;-0.3906
Lys-lès-Lannoy;50.6722;3.2153
Avon;48.4097;2.7161
Vaires-sur-Marne;48.8667;2.6500
Courcouronnes;48.6239;2.4294
Fontenay-le-Fleury;48.8144;2.0494
Anzin;50.3722;3.5050
Ostwald;48.5425;7.7103
Outreau;50.7044;1.5947
Andrésy;48.9817;2.0592
Morangis;48.7055;2.3326
Kingersheim;47.7922;7.3386
Mouvaux;50.7039;3.1414
Saint-André;50.6608;3.0450
Saint-André-les-Vergers;48.2806;4.0547
Bayeux;49.2794;-0.7028
Beausoleil;43.7425;7.4244
L’Union;43.6575;1.4853
Bully-les-Mines;50.4425;2.7253
Riedisheim;47.7489;7.3675
Marly;50.3490;3.5450
Craponne;45.7453;4.7233
Talant;47.3372;5.0064
Épinay-sous-Sénart;48.6948;2.5147
Le Relecq-Kerhuon;48.4092;-4.3956
Villecresnes;48.7214;2.5342
Hœnheim;48.6250;7.7553
Vitry-le-François;48.7256;4.5853
Enghien-les-Bains;48.9697;2.3081
Méricourt;50.4031;2.8667
Yvetot;49.6200;0.7500
Dugny;48.9500;2.4167
Bruay-sur-l’Escaut;50.3989;3.5403
Saint-Germain-lès-Arpajon;48.5946;2.2558
Arpajon;48.5901;2.2476
Arcachon;44.6500;-1.1700
Saint-Jean;43.6664;1.5058
Marquette-lès-Lille;50.6764;3.0667
Cesson;48.5633;2.6053
Stiring-Wendel;49.2000;6.9300
Maromme;49.4825;1.0428
Ferney-Voltaire;46.2558;6.1081
Bondoufle;48.6145;2.3807
Le Pont-de-Claix;45.1289;5.6989
Épinay-sur-Orge;48.6726;2.3239
Déville-lès-Rouen;49.4700;1.0500
Chanteloup-les-Vignes;48.9792;2.0319
Voisins-le-Bretonneux;48.7592;2.0517
Ville-d’Avray;48.8261;2.1933
Beaumont;45.7525;3.0836
Flers-lez-Lille;50.6333;3.1333
Tinqueux;49.2509;3.9918
Ormesson-sur-Marne;48.7858;2.5383
Pierre-Bénite;45.7036;4.8242
Clermont;49.3797;2.4133
Thorigny-sur-Marne;48.8788;2.7075
Croissy-sur-Seine;48.8783;2.1433
Villeneuve-Tolosane;43.5247;1.3425
Avranches;48.6850;-1.3556
Pfastatt;47.7697;7.3025
Igny;48.7421;2.2261
Oignies;50.4700;2.9944
Gaillard;46.1858;6.2083
Neuville-en-Ferrain;50.7472;3.1589
Caudebec-lès-Elbeuf;49.2817;1.0222
Saint-Max;48.7017;6.2072
Villerupt;49.4697;5.9286
Auchel;50.5086;2.4744
Vernouillet;48.9728;1.9842
Aniche;50.3306;3.2519
Eybens;45.1494;5.7508
Fosses;49.0989;2.5075
Maxéville;48.7122;6.1639
Montigny-en-Gohelle;50.4286;2.9308
Grigny;45.6092;4.7906
Darnétal;49.4453;1.1519
Serris;48.8456;2.7878
Sallaumines;50.4203;2.8631
Neuville-lès-Dieppe;49.9267;1.1014
Beaumont-sur-Oise;49.1431;2.2872
Leers;50.6825;3.2447
Ézanville;49.0286;2.3617
Pérols;43.5658;3.9511
Crosne;48.7164;2.4580
Quincy-sous-Sénart;48.6714;2.5407
Jarville-la-Malgrange;48.6700;6.2067
Aucamville;43.6697;1.4311
Hagondange;49.2550;6.1686
Le Crès;43.6481;3.9397
Bures-sur-Yvette;48.6969;2.1639
Évian-les-Bains;46.3833;6.5833
Ville-la-Grand;46.2031;6.2475
Beauchamp;49.0144;2.1906
Magny-le-Hongre;48.8631;2.8133
Bougival;48.8667;2.1333
Tomblaine;48.6833;6.2167
Le Portel;50.7075;1.5744
Fontaine-lès-Dijon;47.3433;5.0206
Boucau;43.5244;-1.4853
Essey-lès-Nancy;48.7067;6.2231
Wingles;50.4947;2.8561
Montlhéry;48.6392;2.2722
L’Île-Saint-Denis;48.9333;2.3333
Vaucresson;48.8392;2.1578
La Salvetat-Saint-Gilles;43.5769;1.2722
Pérenchies;50.6686;2.9731
Saint-Aubin-lès-Elbeuf;49.2991;1.0127
Groslay;48.9875;2.3453
Le Plessis-Bouchard;49.0033;2.2375
Meythet;45.9156;6.0936
Terrenoire;45.4343;4.4377
Harfleur;49.5072;0.1989
Carbon-Blanc;44.8958;-0.5053
Courcelles-les-Lens;50.4186;3.0189
Bihorel;49.4553;1.1169
La Tour-du-Pin;45.5650;5.4444
Souffelweyersheim;48.6356;7.7417
Billy-Montigny;50.4519;2.9128
La Ville-du-Bois;48.6611;2.2687
Coulaines;48.0267;0.2042
Boussy-Saint-Antoine;48.6886;2.5298
Le Mesnil-Esnard;49.4117;1.1428
Talange;49.2372;6.1750
Cappelle-la-Grande;50.9990;2.3640
Beauzelle;43.6664;1.3783
Vaujours;48.9333;2.5667
Saint-Germain-lès-Corbeil;48.6205;2.4879
Terville;49.3453;6.1347
Waziers;50.3870;3.1130
Huningue;47.5919;7.5844
Villemoisson-sur-Orge;48.6618;2.3298
Sainte-Adresse;49.5100;0.0800
Guingamp;48.5633;-3.1500
Fontaines-sur-Saône;45.8360;4.8450
Liancourt;49.3317;2.4661
Courtry;48.9175;2.6031
Gournay-sur-Marne;48.8606;2.5772
Sathonay-Camp;45.8242;4.8747
Jacou;43.6614;3.9122
Beuvrages;50.3867;3.5064
Égly;48.5798;2.2218
Carnoux-en-Provence;43.2564;5.5644
Grenay;50.4528;2.7439
Luisant;48.4325;1.4772
Noyelles-sous-Lens;50.4311;2.8736
La Bassée;50.5342;2.8081
Neuves-Maisons;48.6169;6.1044
La Mulatière;45.7281;4.8122
Bouffémont;49.0442;2.3000
La Penne-sur-Huveaune;43.2806;5.5158
Jœuf;49.2306;6.0097
Cognin;45.5630;5.9000
La Montagne;47.1833;-1.6833
Bonsecours;49.4300;1.1300
Saint-Alban;43.6928;1.4156
L’Arbresle;45.8364;4.6178
Esbly;48.9067;2.8125
Le Mesnil-le-Roi;48.9375;2.1275
Fouquières-lès-Lens;50.4294;2.9136
La Verrière;48.7592;1.9631
Ambilly;46.1940;6.2230
Saint-Priest-en-Jarez;45.4750;4.3789
Magnanville;48.9681;1.6828
Pont-de-Chéruy;45.7514;5.1736
Menucourt;49.0278;1.9819
Ablon-sur-Seine;48.7256;2.4211
Champagne-au-Mont-d’Or;45.7950;4.7910
Palavas-les-Flots;43.5303;3.9314
Saintry-sur-Seine;48.5962;2.4929
Saint-André-de-la-Roche;43.7411;7.2883
Longueau;49.8708;2.3569
Le Port-Marly;48.8967;2.1106
Oberhausbergen;48.6072;7.6861
Heillecourt;48.6531;6.1950
Crégy-lès-Meaux;48.9794;2.8792
Loison-sous-Lens;50.4389;2.8533
Montaigu;46.9736;-1.3086
Bassens;45.5756;5.9400
Grand-Fort-Philippe;50.9900;2.1100
Mandres-les-Roses;48.7022;2.5444
La Frette-sur-Seine;48.9750;2.1794
Le Ban-Saint-Martin;49.1225;6.1511
Saint-Nicolas;50.3031;2.7781
Villiers-sur-Orge;48.6574;2.3001
Cap-d’Ail;43.7219;7.4064
Nilvange;49.3428;6.0508
Leuville-sur-Orge;48.6175;2.2658
Jacob-Bellecombette;45.5582;5.9100
Valras-Plage;43.2478;3.2917
Avesnes-sur-Helpe;50.1244;3.9267
Ascq;50.6167;3.1667
Longeville-lès-Metz;49.1153;6.1361
Neuville-Saint-Rémy;50.1883;3.2231
Toufflers;50.6617;3.2303
Mareil-Marly;48.8825;2.0775
Lourches;50.3150;3.3560
Beaulieu-sur-Mer;43.7050;7.3300
Sochaux;47.5200;6.8300
Bergues;50.9692;2.4350
Barby;45.5722;5.9784
Fort-Mardyck;51.0310;2.3061
Neauphle-le-Château;48.8153;1.9031
Saint-Mammès;48.3893;2.8080
Les Noës-près-Troyes;48.3031;4.0419
Pont-à-Vendin;50.4744;2.8894
Rouelles;49.5208;0.1608
Paimbœuf;47.2833;-2.0333
Courchelettes;50.3400;3.0600
Éleu-dit-Leauwette;50.4217;2.8119
Port-Louis;47.7072;-3.3519
Sainte-Foy-la-Grande;44.8400;0.2200
